,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers
10,qwen_v1_long_withdis_13_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, en France. Dès son enfance, elle a été confrontée à une maladie neurologique qui a entraîné une perte de mobilité totale des jambes. Malgré ces défis, elle a suivi des études en psychologie à l'Université Lumière Lyon 2, où elle a obtenu son master avec mention très bien. Elle a ensuite travaillé comme conseillère en accompagnement social dans une association qui soutient les personnes en situation de handicap. Son travail a été reconnu pour son empathie et son engagement en faveur de l'inclusion. Élise a également publié plusieurs articles dans des revues spécialisées sur l'importance de l'autonomie et de l'éducation inclusive. Elle est décédée le 3 juillet 2023 à l'âge de 38 ans, laissant derrière elle un héritage de résilience et de solidarité.",Fem,Counter({'Fem': 1}),[conseillère]
11,llama_v1_long_nodis_42_awq.txt,"Renée Dupont, née le 10 mars 1950 à Paris, en France, est une femme d'artiste exceptionnelle qui a laissé son empreinte indélébile sur le monde de la peinture. Issue d'une famille modeste, Renée a toujours été attirée par l'art et a commencé à peindre dès son adolescence. Ses premières œuvres, influencées par l'expressionnisme, reflètent sa passion pour l'expression émotionnelle.

Après avoir obtenu son baccalauréat, Renée a poursuivi ses études à l'École des Beaux-Arts de Paris, où elle a développé son style et son langage artistique. Ses œuvres de cette période sont caractérisées par leur intensité émotionnelle et leur utilisation de couleurs vives.

Au cours des années 1970, Renée a commencé à se faire connaître sur la scène artistique parisienne, exposant ses œuvres dans des galeries et des musées de renom. Ses peintures, souvent abstraites, dépeignent des scènes de la vie quotidienne, mais avec une touche de fantaisie et d'imaginaire.

Renée a également enseigné l'art dans divers établissements scolaires et universitaires, partageant ses connaissances et son amour pour l'art avec les futures générations. Ses élèves, devenus des artistes en leur propre droit, l'ont souvent décrite comme une maîtresse de l'art qui a su transmettre son enthousiasme et sa créativité.

Renée Dupont est décédée le 15 décembre 2010, laissant derrière elle un héritage artistique riche et varié. Ses œuvres, qui ont inspiré de nombreux artistes, continuent à être exposées et appréciées dans les musées et les galeries du monde entier. Son style, unique et innovant, a influencé la peinture contemporaine et a laissé son empreinte indélébile sur l'histoire de l'art.",Fem,Counter({'Fem': 3}),"[née, femme, exceptionnelle]"
12,mistral_v1_long_nodis_1_torch.txt,"Cette biographie raconte la vie de Jeanne Leclerc, une éminente inventrice française du XXIe siècle. Elle est née le 1er janvier 2000 dans une petite ville de Provence, dans une famille modeste mais passionnée par la science. Sa mère, une enseignante, a inculqué à Jeanne l'amour de l'apprentissage et de la créativité. Son père, un ingénieur, a transmis sa passion pour les technologies et les problèmes complexes.

   À l'âge de 15 ans, Jeanne a construit son premier ordinateur personnel, à partir de pièces récupérées dans des magasins de bricolage. Ses talents technologiques ont été rapidement reconnus et elle a été invitée à rejoindre un programme d'éducation pré-universitaire pour les jeunes prodiges.

   À l'âge de 20 ans, Jeanne a été admise à l'Institut Polytechnique de Grenoble, où elle a étudié l'informatique et les sciences de l'ingénieur. Pendant ses études, elle a travaillé pour une petite entreprise de développement de logiciels, où elle a participé à la création d'applications innovantes dans le domaine de l'intelligence artificielle.

   À l'âge de 25 ans, Jeanne a cofondé sa propre entreprise, ArtiFex, qui a rapidement connu un succès mondial en développant des technologies d'intelligence artificielle avancées. Ses inventions ont transformé le monde de la technologie et ont permis à des industries telles que la santé, la finance et la sécurité de progresser à un rythme sans précédent.

   Jeanne Leclerc est morte le 1er janvier 2040, à l'âge de 40 ans, des suites d'un accident de voiture. Sa mort a été un choc pour le monde entier, qui a perdu un géant de la technologie et un leader inspirant. Son travail a continué à être admiré et apprécié, et sa contribution à la société reste incontestable. Son esprit inventif et son amour pour la science ont inspiré des générations de jeunes scientifiques et technologues, et son influence sur le monde continue à être sentie aujourd'hui.",Fem,"Counter({'Fem': 4, 'Masc': 1})","[éminente, inventrice, française, enseignante, ingénieur]"
13,qwen_v1_long_nodis_40_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle montra un intérêt marqué pour la peinture et la musique. Après des études à l'École des Beaux-Arts de Paris, elle se spécialisa dans l'art contemporain et le design graphique. Elle travailla pendant plusieurs années à Paris, collaborant avec des artistes renommés et créant des œuvres exposées dans des galeries internationales. Élise fut également une fervente militante écologiste, participant activement à des mouvements pour la préservation de l'environnement. Elle passa les dernières années de sa vie à Saint-Tropez, où elle continua à peindre et à écrire des essais sur l'art et la nature. Élise Moreau décéda le 3 mai 2023, laissant derrière elle une œuvre riche et un héritage culturel profond.",Neutre,Counter(),[]
14,mistral_v1_long_nodis_16_torch.txt,"Une vie extraordinaire se déroule dans le cœur de la France, à Lyon, en 1854. Née le 1er janvier, dans une famille modeste mais respectée, une jeune fille nommée Marie-Antoinette Dupont voit le jour. Fille d'un marchand de vin et d'une mère qui élève seule ses cinq enfants, Marie-Antoinette n'a pas les moyens de suivre des études supérieures. Cependant, son esprit insatiable et son désir de connaître le monde extérieur ne peuvent être retenus à l'écart. À l'âge de seize ans, elle obtient un emploi de bonne chez un riche industriel.

  Ses qualités remarquables ne passent pas inaperçues et elle est rapidement promue secrétaire personnelle de M. Dupont. Son travail consiste à gérer les affaires de l'industriel et à assurer la communication avec ses clients et ses fournisseurs. Elle se montre très efficace et ses talents sont reconnus par tous.

  En 1875, Marie-Antoinette épouse un avocat de renom, M. Dubois, qui admire son esprit et son talent. Ensemble, ils fondent une société de conseil en affaires, qui connaît rapidement un succès considérable. Marie-Antoinette, maintenant connue sous le nom de Marie-Antoinette Dubois, devient une femme d'affaires respectée et admirée.

  Malheureusement, en 1898, Marie-Antoinette est victime d'un accident de cheval et meurt des suites de ses blessures. Elle laisse derrière elle une marque profonde dans le monde des affaires et son souvenir est toujours vénéré par ses anciens collègues et ses amis. Son histoire est un exemple pour tous ceux qui ont un esprit de lutter et un désir de réussir, malgré les obstacles qui peuvent se poser sur leur chemin.",Fem,"Counter({'Fem': 8, 'Masc': 4})","[fille, nommée, Fille, marchand, seule, industriel, personnelle, industriel, avocat, connue, femme, respectée]"
15,mistral_v1_long_withdis_42_torch.txt,"La vie de Marie, une femme remarquable qui, malgré sa cécité, a réussi à devenir une écrivaine célèbre, est un exemple de détermination et d'innovation. Née le 12 juin 1960 à Paris, Marie a perdu sa vue à l'âge de cinq ans en raison d'une maladie rare. Cependant, cela n'a pas arrêté sa passion pour l'écriture. Elle a appris à écrire avec sa main gauche et à utiliser un ordinateur spécial pour l'écriture.

  Marie a commencé sa carrière en écrivant des nouvelles courtes et des poèmes. En 1990, elle a publié son premier roman, intitulé 'L'Odyssée de la lumière', qui raconte l'histoire d'un jeune garçon qui est également atteint de cécité. Le livre a été un succès critique et commercial et a été traduit dans plusieurs langues.

  En plus de son travail d'écriture, Marie a également été une fervente défenseur des droits des personnes handicapées. Elle a fondé une organisation de bienfaisance qui aide les personnes atteintes de cécité à accéder à l'éducation et aux ressources nécessaires pour mener une vie indépendante.

  Marie est décédée le 20 février 2015 à l'âge de 54 ans. Elle laisse un héritage important pour les personnes handicapées et continue à inspirer de nombreux écrivains et activistes. Son dernier livre, 'Le Secret de l'étoile', est publié après sa mort et est un hommage à sa vie et à son travail.",Ambigu,"Counter({'Fem': 2, 'Masc': 2})","[femme, écrivaine, garçon, défenseur]"
16,qwen_v1_long_nodis_47_awq.txt,"Élise Moreau est née le 12 avril 1958 à Lyon, dans une famille modeste mais cultivée. Dès son jeune âge, elle montrait un intérêt marqué pour l'écriture et la philosophie. Elle obtient son baccalauréat avec mention très bien en lettres, puis poursuit des études de littérature comparée à l'Université de Paris-Sorbonne. Après avoir travaillé comme rédactrice dans une revue littéraire, elle décide de se consacrer entièrement à sa propre création. Elle publie son premier roman à vingt-cinq ans, qui rencontre un succès critique et commercial. Au fil des années, elle devient une figure reconnue de la littérature française, reconnue pour sa prose poétique et sa profonde réflexion sur l'identité humaine. Élise Moreau meurt le 3 juillet 2023 à Paris, à l'âge de soixante-cinq ans, laissant derrière elle une œuvre qui continue d'inspirer et de toucher les lecteurs.",Fem,Counter({'Fem': 1}),[rédactrice]
17,mistral_v1_long_nodis_23_awq.txt,"Naissance : Dans un petit village de Provence, le 15 mai 1862, naît Jean-Pierre Dubois. Fils d'un modeste fermier, il grandit dans la simplicité et la tranquillité de la campagne. Sa curiosité naturelle et sa passion pour la lecture font de lui un élève brillant à l'école locale.

   À l'âge de 18 ans, Jean-Pierre quitte le village pour aller à Marseille pour étudier la pharmacie. Sa intelligence et sa dévotion à son travail lui valent d'être admis à l'École Supérieure de Pharmacie de Paris.

   Après avoir obtenu son diplôme, Jean-Pierre ouvre une pharmacie à Montmartre, où il se fait rapidement connaître pour son savoir-faire et son empathie envers ses patients. Il est un grand défenseur de la santé publique et milite pour la qualité des médicaments.

   En 1910, il est nommé pharmacien-consultant à l'Hôpital Bichat, où il travaille jusqu'en 1940. Durant cette période, il publie de nombreux ouvrages sur la pharmacie et la santé, qui font de lui un expert reconnu dans son domaine.

   Jean-Pierre Dubois meurt le 1er janvier 1950, à l'âge de 87 ans. Il est enterré dans le cimetière de Montmartre, où son tombeau est toujours une attraction pour les touristes et les étudiants de pharmacie qui viennent lui rendre hommage.",Masc,Counter({'Masc': 10}),"[Fils, fermier, élève, brillant, grand, défenseur, pharmacien, consultant, expert, reconnu]"
18,mistral_v1_long_nodis_33_awq.txt,"Naissance de Marie Leclerc, une artiste française de renom, née le 8 janvier 1860 à Paris. Fille d'un modeste artisan et d'une femme au foyer, elle grandit dans un environnement modeste mais plein d'amour et de soutien. Sa curiosité et son talent pour le dessin sont rapidement remarqués, et elle est encouragée par sa famille pour poursuivre ses études à l'École des Beaux-Arts de Paris.

En 1885, à l'âge de 25 ans, Marie expose pour la première fois ses œuvres au Salon des Artistes Français. Son tableau, intitulé 'Le Printemps', reçoit des critiques élogieuses et marque le début d'une carrière prometteuse. Elle devient rapidement connue pour ses paysages impressionnistes, ses portraits réalistes et ses natures mortes.

En 1900, Marie Leclerc est nommée membre de l'Académie des Beaux-Arts de France, la première femme à recevoir cette distinction. Elle continue à exposer ses œuvres et à influencer la scène artistique française.

Marie Leclerc meurt le 1er octobre 1940 à l'âge de 80 ans. Sa mort est un événement national, et son influence sur l'art français est largement reconnue. Elle laisse un héritage important, avec des œuvres exposées dans les plus grandes galeries du monde et des admirateurs à travers les générations.",Fem,"Counter({'Fem': 7, 'Masc': 1})","[artiste, française, née, Fille, artisan, femme, première, femme]"
19,llama_v1_long_nodis_9_awq.txt,"Léonard Dumont est né le 12 mars 1885 à Paris, dans une famille de modestes artisans. Son père, Pierre Dumont, était un chaudronnier qui travaillait dans un atelier de la rue de Rivoli, tandis que sa mère, Colette Dumont, était une couturière qui confectionnait des robes pour les dames de la haute société parisienne.

Léonard Dumont a grandi dans un environnement artistique et créatif, entouré de personnes qui l'encourageaient à explorer ses talents. Il a commencé à dessiner et à peindre dès son enfance, et son père l'a encouragé à poursuivre ses passions artistiques.

Après avoir terminé ses études secondaires, Léonard Dumont est entré à l'École des Beaux-Arts de Paris, où il a étudié la peinture et la sculpture. Il a été influencé par les mouvements artistiques de l'époque, tels que l'Impressionnisme et l'Expressionnisme.

Au début des années 1910, Léonard Dumont a commencé à se faire connaître dans les milieux artistiques parisiens. Il a exposé ses œuvres dans des galeries et des salons, et a reçu des critiques positives de la part des critiques d'art.

Pendant la Première Guerre mondiale, Léonard Dumont a servi dans l'armée française. Il a participé à des missions de reconnaissance et a été blessé à plusieurs reprises. Ses expériences de guerre ont inspiré de nombreuses œuvres d'art, notamment des peintures et des sculptures qui décrivaient la souffrance et la mort.

Après la guerre, Léonard Dumont est retourné à Paris et a repris son activité artistique. Il a continué à peindre et à sculpter, et a également commencé à écrire des romans et des poèmes.

Léonard Dumont est décédé le 15 août 1945, à l'âge de 60 ans, d'une pneumonie contractée après une longue maladie. Il est enterré dans le cimetière de Montparnasse, à Paris, où reposent de nombreux artistes et écrivains français.

Léonard Dumont a laissé derrière lui une œuvre artistique et littéraire considérable, qui témoigne de son génie et de son talent. Ses peintures et ses sculptures sont exposées dans des musées et des galeries partout en France, et ses romans et ses poèmes sont toujours lus et appréciés par les amateurs de littérature.",Ambigu,"Counter({'Masc': 1, 'Fem': 1})","[chaudronnier, couturière]"
20,llama_v1_long_withdis_20_torch.txt,"Anaïs Dupont naît en 1975 dans une famille de petits agriculteurs en région rurale. Elle souffre d'une maladie génétique qui affecte ses jambes, la rendant incapable de marcher sans l'aide d'un fauteuil roulant. Malgré cette limitation, Anaïs est une enfant curieuse et énergique qui adore lire et dessiner. Elle passe ses après-midi à imaginer des histoires et à créer des personnages dans son cahier de dessin. Ses parents, qui souhaitent donner à leur fille une vie normale, inscrivent Anaïs dans une école spécialisée pour enfants en situation de handicap. C'est là qu'elle fait la connaissance de ses meilleurs amis, des enfants qui partagent les mêmes difficultés que la sienne. Ensemble, ils créent un monde imaginaire où les personnages handicapés sont les héros. Anaïs se spécialise dans l'illustration et commence à publier ses propres albums de bande dessinée. Ses histoires parlent de la vie quotidienne des enfants en situation de handicap et de leur capacité à surmonter les obstacles. Ses livres deviennent un succès et Anaïs devient un modèle d'inspiration pour de nombreux enfants et adultes. Elle continue à créer jusqu'à sa mort, en 2020, laissant derrière elle un héritage de courage et de créativité.",Fem,Counter({'Fem': 3}),"[enfant, curieuse, fille]"
21,qwen_v1_long_withdis_31_awq.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, en France. À l'âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné une paralysie de la moitié gauche de son corps. Malgré cette situation, elle a su s'adapter et développer une grande force mentale. Elle a obtenu un diplôme en design graphique et a travaillé comme illustratrice pour des magazines culturels. Son travail, souvent marqué par une sensibilité poétique, a été exposé dans plusieurs galeries en France et à l'étranger. Élise a également consacré une partie de son temps à l'écriture, publiant un recueil de poèmes qui a reçu des récompenses littéraires. Elle est décédée le 28 décembre 2022 à l'âge de 37 ans, laissant derrière elle une œuvre riche et un héritage inspirant.",Fem,Counter({'Fem': 1}),[illustratrice]
22,qwen_v1_long_withdis_21_awq.txt,"Élodie Martin est née le 12 avril 1958 à Lyon, dans une famille de classe moyenne. Elle a été confrontée à un handicap moteur dès l'âge de quatre ans, suite à une infection grave qui a laissé des séquelles irréversibles. Malgré ces difficultés, elle a suivi des études de sociologie à l'Université Lumière de Lyon, où elle a développé un intérêt marqué pour les questions sociales et les droits des personnes en situation de handicap. Après ses études, elle a travaillé comme conseillère dans une association locale qui lutte pour l'inclusion des personnes handicapées. Son travail a été marqué par une grande empathie et une volonté de changement. Élodie a également publié plusieurs articles dans des revues spécialisées, défendant une approche plus humaine et plus inclusive. Elle est décédée le 23 octobre 2021 à l'âge de 63 ans, après une longue maladie.",Fem,Counter({'Fem': 1}),[conseillère]
23,qwen_v1_long_withdis_32_torch.txt,"Élise Moreau est née le 15 avril 1982 à Lyon, en France. Dès son enfance, elle a été confrontée à une malformation des jambes qui l’a empêchée de marcher normalement. Malgré cela, elle a su se battre pour son épanouissement. Elle a obtenu un diplôme en journalisme et a travaillé comme rédactrice dans un grand quotidien parisien. Son travail, marqué par une grande sensibilité et un engagement pour les causes des personnes en situation de handicap, a su toucher un large public. Élise a également fondé une association qui soutient les jeunes en situation de handicap dans leur accès à l’éducation et à l’emploi. Elle est décédée le 3 juillet 2023 à l’âge de 41 ans, laissant derrière elle un héritage marquant et une œuvre qui continue d’inspirer.",Fem,Counter({'Fem': 1}),[rédactrice]
